sent_id	dataset	condition	true_label	pred_label	flip	attn_to_prefix_total	attn_to_prefix_mean	n_prefix_tokens	n_total_tokens
c0e6e198dd9bb52d215ab4325	cfimdb	authority_neg	1	0	1	0.07884171605110168	0.0060647474601864815	13	252
f1e722ac831c7f8a50d134d71	cfimdb	authority_neg	1	0	1	0.12112773954868317	0.012112773954868317	10	190
ee325c9738c31642b32b98d70	cfimdb	authority_neg	1	0	1	0.17375048995018005	0.014479207806289196	12	117
f12d2f9a8a602f37e683f2570	cfimdb	authority_pos	0	1	1	0.16242899000644684	0.010828599333763123	15	176
a94622c03d40af8b382cf9ebc	cfimdb	authority_pos	0	1	1	0.06775963306427002	0.005646636243909597	12	328
d1c937e34853049633f036aed	cfimdb	authority_neg	1	0	1	0.18663547933101654	0.016966862604022026	11	129
e6a50df06c5fcff6a463a3828	cfimdb	authority_neg	1	0	1	0.1105000302195549	0.007892859168350697	14	183
9857ec16e3322fe561bc5a695	cfimdb	authority_neg	1	0	1	0.10634982585906982	0.007596415933221579	14	313
b522500b1ac1478a4eb49f4d4	cfimdb	authority_pos	0	1	1	0.21942977607250214	0.01828581467270851	12	169
ec2f1cf08424b0af798618cbd	cfimdb	authority_neg	1	0	1	0.23943640291690826	0.01841818541288376	13	197
0c4e8c810a4b09fd30c0c091c	cfimdb	authority_pos	0	1	1	0.16326512396335602	0.013605426996946335	12	165
f19e2a1eab7b39a9fb9a155ff	cfimdb	authority_neg	1	0	1	0.13030153512954712	0.010023195296525955	13	214
8ee04ea5c07d5e3540a8fcf73	cfimdb	authority_neg	1	0	1	0.11437813937664032	0.009531511925160885	12	196
4e9d86c0e2e58ef3f048a4aff	cfimdb	authority_neg	1	0	1	0.16087867319583893	0.012375282123684883	13	344
a881cacc9d984cbd1b6d52be8	cfimdb	authority_neg	1	0	1	0.08200421929359436	0.0068336850963532925	12	261
9f602badb639c1c45870cc6a9	cfimdb	authority_pos	0	1	1	0.1038406491279602	0.008653387427330017	12	272
22d09618e47000c1a4437f818	cfimdb	authority_neg	1	0	1	0.21152424812316895	0.016271095722913742	13	200
0a4fcdc93bb7bb88bdf64ef26	cfimdb	authority_neg	1	0	1	0.16029304265975952	0.013357753865420818	12	164
d6e364f10637198f612b1389a	cfimdb	authority_neg	1	0	1	0.07001959532499313	0.00583496643230319	12	374
c9ab45ca5dd591bb0442f31e9	cfimdb	authority_pos	0	1	1	0.12118150293827057	0.008078766986727715	15	333
cfd540b54c1a0367455dc0cab	cfimdb	authority_neg	1	0	1	0.08688516169786453	0.0057923439890146255	15	411
4a077d2d48cbd71b8331b9e7d	cfimdb	authority_pos	0	1	1	0.13384173810482025	0.010295518673956394	13	227
c594401e51e191a18dca93bf6	cfimdb	authority_neg	1	0	1	0.062325526028871536	0.004155035130679607	15	359
444f0c9b6d83e1ee964d79eb5	cfimdb	authority_pos	0	1	1	0.23247680068016052	0.01937306672334671	12	122
8d901a49619935bd129ef7ece	cfimdb	authority_neg	1	0	1	0.10837088525295258	0.008336221799254417	13	258
68f2f1d42b15c75bbe1bea365	cfimdb	authority_neg	1	0	1	0.13474522531032562	0.008983015082776546	15	247
a79ce648bc63c45a90ea8c9f5	cfimdb	authority_neg	1	0	1	0.10454676300287247	0.010454676114022732	10	173
c5843a01c3933c47833497ec7	cfimdb	authority_neg	1	0	1	0.06893505156040192	0.005744587630033493	12	228
5a750d2b868d8ff2fc56441df	cfimdb	authority_neg	1	0	1	0.1381707638502121	0.013817076571285725	10	138
da1e2e4ba26dec07e04e610ed	cfimdb	authority_neg	1	0	1	0.10110676288604736	0.00631917268037796	16	371
de3c4d7afab27750e95f63a35	cfimdb	authority_pos	0	1	1	0.10424257814884186	0.008686881512403488	12	362
c9519f2ca70bf420104f180ce	cfimdb	authority_pos	0	0	0	0.16884037852287292	0.014070031233131886	12	81
5ff182577279df12257c237f3	cfimdb	authority_pos	0	0	0	0.1212657243013382	0.011024156585335732	11	115
06ec1d1d0d2da02b0438ddf70	cfimdb	authority_neg	1	1	0	0.07713573426008224	0.005509695503860712	14	329
0c0fb961753c3d378d7f9cc3d	cfimdb	authority_neg	1	1	0	0.08440840989351273	0.005627227481454611	15	284
71eaa8233a14c3f3b2221f0db	cfimdb	authority_neg	1	1	0	0.06362777948379517	0.004544841591268778	14	222
80716dec95cbad319c5e3da11	cfimdb	authority_neg	1	1	0	0.07223235070705414	0.005159453488886356	14	138
b862cd7241954166a5e2928a3	cfimdb	authority_neg	1	1	0	0.07507939636707306	0.006825399585068226	11	165
be4ebc57d4afaadf6c21337b9	cfimdb	authority_pos	0	0	0	0.07172353565692902	0.004781568888574839	15	282
d1cb7c9665323274f482697ba	cfimdb	authority_pos	0	0	0	0.1666650027036667	0.011111000552773476	15	100
8f650bf5505ccb8747ac41fc2	cfimdb	authority_neg	1	1	0	0.05092637613415718	0.0036375983618199825	14	208
4c74087c0dfed8c73c0495889	cfimdb	authority_neg	1	1	0	0.051113929599523544	0.0031946205999702215	16	185
fa1a87a6b6f906ff3c32a6267	cfimdb	authority_pos	0	0	0	0.2943035066127777	0.024525292217731476	12	169
545a36c2e15d94550f603cdbf	cfimdb	authority_pos	0	0	0	0.2928558886051178	0.019523726776242256	15	58
c45bbb1f1a8e2ee722726d305	cfimdb	authority_neg	1	1	0	0.07661402225494385	0.006384501699358225	12	86
3923d85e838bae4a2ba776503	cfimdb	authority_neg	1	1	0	0.08712500333786011	0.006223214324563742	14	303
ff240622f8bfcd85998ebe126	cfimdb	authority_pos	0	0	0	0.08297327905893326	0.00754302553832531	11	384
b9d914d646c3596533287c9c0	cfimdb	authority_pos	0	0	0	0.11984197050333023	0.008560140617191792	14	323
bebe36fd372fccf6cf21e3c9c	cfimdb	authority_neg	1	1	0	0.09700228273868561	0.007461714092642069	13	202
c79ada540cece083295f5addf	cfimdb	authority_neg	1	1	0	0.09935154020786285	0.009031957946717739	11	202
01fd52bce390eb623b85a901c	cfimdb	authority_pos	0	0	0	0.10769938677549362	0.007692813407629728	14	439
37eaccd7e0d79608e15ef005f	cfimdb	authority_neg	1	1	0	0.09103469550609589	0.0065024783834815025	14	192
5db0ebedb562618ba7ba3aea3	cfimdb	authority_neg	1	1	0	0.062266893684864044	0.006226689554750919	10	203
930ba7d5b31cfd868c22568cd	cfimdb	authority_pos	0	0	0	0.16321232914924622	0.010200770571827888	16	160
72c465361d045e34924f1eac6	cfimdb	authority_neg	1	1	0	0.14556674659252167	0.009704450145363808	15	152
b213def5c3c6f231bc051ba76	cfimdb	authority_pos	0	0	0	0.13381873071193695	0.011151560582220554	12	103
a0fbdd298de5a929ec2a1f356	cfimdb	authority_pos	0	0	0	0.09656356275081635	0.00804696325212717	12	128
0e6ffa7268dd663b1be2a147c	cfimdb	authority_neg	1	1	0	0.08322679996490479	0.00554845342412591	15	258
e7193bb50282041daa11015a5	cfimdb	authority_pos	0	0	0	0.09295448660850525	0.007746207062155008	12	182
9c78cbe1e93a4d5a2aa96fc78	cfimdb	authority_neg	1	1	0	0.19264569878578186	0.012843046337366104	15	427
65c5016addd46f7f83addd977	cfimdb	authority_pos	0	0	0	0.061281442642211914	0.005571040324866772	11	201
3b6d40465af337b99ce2a61cd	cfimdb	authority_pos	0	0	0	0.09957601130008698	0.005857412237673998	17	361
db6fc63b6df933a67041b720f	cfimdb	authority_pos	0	0	0	0.10377946496009827	0.008648288436233997	12	290
b81713e3673a217f7cd8163bd	cfimdb	authority_pos	0	0	0	0.13313916325569153	0.008875944651663303	15	99
8115fd0d53fe33ef4ea2452e0	cfimdb	authority_pos	0	0	0	0.12069766968488693	0.008046511560678482	15	284
822af29a37f12d16d22af2737	cfimdb	authority_pos	0	0	0	0.08655057102441788	0.007212547585368156	12	346
852da10e68cf8ee3d705359a3	cfimdb	authority_pos	0	0	0	0.13891981542110443	0.011576651595532894	12	168
a8dafef907b6ce6504702dd20	cfimdb	authority_neg	1	1	0	0.09109314531087875	0.006072876509279013	15	222
fa6a2f0d7b7257a1937569a30	cfimdb	authority_pos	0	0	0	0.081987164914608	0.008198716677725315	10	184
05fcff4bfd58c6b57cd1b47ff	cfimdb	authority_pos	0	0	0	0.09885398298501968	0.009885398671030998	10	161
bf60351d9f6ffb90621b99418	cfimdb	authority_neg	1	1	0	0.11054042726755142	0.007895744405686855	14	245
ffdded853fe074d1b7f11ad0c	cfimdb	authority_neg	1	1	0	0.04300532117486	0.003071808721870184	14	226
5e26522a0612daf4b5252dc70	cfimdb	authority_pos	0	0	0	0.21411079168319702	0.017842566594481468	12	83
a2db5c32a80d4de529b52c9ee	cfimdb	authority_pos	0	0	0	0.07718240469694138	0.008575823158025742	9	390
e915ae0653fcf35be672569dc	cfimdb	authority_pos	0	0	0	0.12492899596691132	0.008328599855303764	15	150
8fb774ae692464734e617649c	cfimdb	authority_neg	1	1	0	0.10171867161989212	0.009247152134776115	11	240
93c89f60d72e91e7fac43357e	cfimdb	authority_pos	0	0	0	0.09884192794561386	0.008985630236566067	11	258
331592c86ac11d75be3d6b537	cfimdb	authority_neg	1	1	0	0.06233152747154236	0.004794732667505741	13	251
cfa286372f425e9865b6187ff	cfimdb	authority_neg	1	1	0	0.09351309388875961	0.008501190692186356	11	322
bfd52905d085e0b6999baebd6	cfimdb	authority_pos	0	0	0	0.12186675518751144	0.01218667533248663	10	164
a64af4abf6bc0742ddfd83750	cfimdb	authority_pos	0	0	0	0.06682436913251877	0.005140336230397224	13	426
1c2b5946bb1d747e5e73996d3	cfimdb	authority_pos	0	0	0	0.10292685031890869	0.008577237837016582	12	253
66e2878a399d73f8313cddb51	cfimdb	authority_neg	1	1	0	0.09933608025312424	0.009030552580952644	11	433
9a2fa5f069ee84ef12ce174f6	cfimdb	authority_neg	1	1	0	0.17317478358745575	0.011544985696673393	15	200
309125cc7e8c18966f3424fb9	cfimdb	authority_pos	0	0	0	0.13145582377910614	0.010954651981592178	12	167
f43588a2a987fbb476ba4a0cb	cfimdb	authority_pos	0	0	0	0.1268206685781479	0.009058618918061256	14	201
c0c4119881409e5302e438cc9	cfimdb	authority_neg	1	1	0	0.2531530559062958	0.036164723336696625	7	161
abfe3f7fa810de3cea626ca34	cfimdb	authority_pos	0	0	0	0.06069428101181984	0.006069428287446499	10	270
045bc753996f7fdfa5ddedaa4	cfimdb	authority_pos	0	0	0	0.03986192122101784	0.0026574614457786083	15	443
fcfbf7e73c20cc9513ad59a85	cfimdb	authority_pos	0	0	0	0.051223378628492355	0.005691486410796642	9	236
86d5b52677dfa79afad549ded	cfimdb	authority_pos	0	0	0	0.09956428408622742	0.006637618876993656	15	206
fbfe8617c5ddfdfc649faf8cd	cfimdb	authority_pos	0	0	0	0.15265995264053345	0.013878177851438522	11	394
1bf2232907fb0fe9bc1f3efb9	cfimdb	authority_neg	1	1	0	0.13895432651042938	0.009925308637320995	14	203
50bd3f57f21b80f5381b7fbc8	cfimdb	authority_pos	0	0	0	0.05921650305390358	0.004934708587825298	12	247
f983b055691d34b827acd4901	cfimdb	authority_neg	1	1	0	0.049021072685718536	0.0037708517629653215	13	325
4a91932d9e6a4cc85059e3edf	cfimdb	authority_neg	1	1	0	0.11746641248464584	0.010678764432668686	11	108
4ef12a723cc1adbf5bf80168e	cfimdb	authority_pos	0	0	0	0.1021098643541336	0.008509155362844467	12	138
b739a18968df95bff0d4475e1	cfimdb	authority_pos	0	0	0	0.11441052705049515	0.010400957427918911	11	225
7f96433ad577a6657b06425a2	cfimdb	authority_pos	0	0	0	0.08040180802345276	0.008040180429816246	10	358
9c4ecd63c9b6e84e17921b8a6	cfimdb	authority_pos	0	0	0	0.0844673216342926	0.0070389434695243835	12	209
50fa4d683da4f92feca46d75a	cfimdb	authority_neg	1	1	0	0.14301738142967224	0.01300157979130745	11	143
9ea6822583c7d3e6b3b29930a	cfimdb	authority_neg	1	1	0	0.07964017987251282	0.004977511242032051	16	234
e8e2b80f5166349e23975ceb4	cfimdb	authority_pos	0	0	0	0.13292063772678375	0.011076719500124454	12	305
18bb8ca98779f4473278c1cfe	cfimdb	authority_neg	1	1	0	0.09605459868907928	0.006861042696982622	14	308
63dee10228a74b423685fc5c4	cfimdb	authority_neg	1	1	0	0.09839941561222076	0.006149963475763798	16	154
21189b1ac97b2c41b97b78c01	cfimdb	authority_pos	0	0	0	0.11305365711450577	0.00942113809287548	12	243
daee7f5fe9006b505b3e683e8	cfimdb	authority_pos	0	0	0	0.09377961605787277	0.005861226003617048	16	193
e7f0481bb7284c607bdcd1737	cfimdb	authority_pos	0	0	0	0.08950219303369522	0.008136563003063202	11	316
47b5a7c05282d37d7cb0ed6eb	cfimdb	authority_pos	0	0	0	0.12217862159013748	0.010181551799178123	12	160
ce04c47d105e7859464c14d38	cfimdb	authority_pos	0	0	0	0.09471909701824188	0.008610826916992664	11	86
8d20c3afef9b516b7de3414b1	cfimdb	authority_pos	0	0	0	0.1320069581270218	0.009429068304598331	14	269
f87de72e638a4bca166a46776	cfimdb	authority_neg	1	1	0	0.04070223122835159	0.0029073022305965424	14	324
f70b5c38c86b027659280b10f	cfimdb	authority_pos	0	0	0	0.08744525164365768	0.007287104148417711	12	368
8afa8a10d5a8672ccca96b01a	cfimdb	authority_pos	0	0	0	0.12490452080965042	0.009608039632439613	13	104
9f070a4f13e93d42543b419af	cfimdb	authority_pos	0	0	0	0.10408641397953033	0.0069390940479934216	15	214
4bf7b815ba5790ee9fc42e620	cfimdb	authority_pos	0	0	0	0.09119973331689835	0.006514266598969698	14	246
979d6824302e6067bb0e47b3b	cfimdb	authority_pos	0	0	0	0.17309072613716125	0.014424227178096771	12	200
e8b776e5820e1361b1c82460c	cfimdb	authority_pos	0	0	0	0.13740386068820953	0.013740385882556438	10	418
7b553eab380cede419ba11de8	cfimdb	authority_pos	0	0	0	0.08459164947271347	0.007690149825066328	11	220
55ea06b5071e5712895231d54	cfimdb	authority_pos	0	0	0	0.05446756258606911	0.004951596725732088	11	301
87a7ab657846ae08efb51f7a0	cfimdb	authority_pos	0	0	0	0.06265181303024292	0.0036854008212685585	17	372
ba7408b5db8f769b46b4cf70b	cfimdb	authority_neg	1	1	0	0.13893277943134308	0.00992377009242773	14	189
d3199828b7762bcec40b71ad7	cfimdb	authority_neg	1	1	0	0.08672445267438889	0.008672445081174374	10	308
09d4164320fd73c3a122f6453	cfimdb	authority_pos	0	0	0	0.07733286172151566	0.005523775704205036	14	213
f8e80ae12d80ba470c4f79c9d	cfimdb	authority_pos	0	0	0	0.15920723974704742	0.011371945962309837	14	185
d7a0f8f65152c00a96adca4ea	cfimdb	authority_pos	0	0	0	0.07730205357074738	0.011043150909245014	7	255
9636f4972693b262067d33018	cfimdb	authority_neg	1	1	0	0.19721056520938873	0.013147370889782906	15	111
fee00b2542be55e69e83b4abf	cfimdb	authority_neg	1	1	0	0.08598683029413223	0.007165569346398115	12	231
f04f873e2e309d1887852be1c	cfimdb	authority_neg	1	1	0	0.09167369455099106	0.005729605909436941	16	138
fa30c4771a29600a70a74d6ce	cfimdb	authority_pos	0	0	0	0.06434326618909836	0.005849387962371111	11	171
edc71c71c26985a78fb19079c	cfimdb	authority_neg	1	1	0	0.09702727198600769	0.006064204499125481	16	159
b74f7fb67fdc13f300675a227	cfimdb	authority_pos	0	0	0	0.1872113049030304	0.015600942075252533	12	149
fa14ada31c3b115f70839308e	cfimdb	authority_pos	0	0	0	0.15026073157787323	0.012521727941930294	12	262
612c824cd634471bce159c94e	cfimdb	authority_neg	1	1	0	0.06207336112856865	0.008867623284459114	7	233
2606f1cd59477a60eccdf23e6	cfimdb	authority_pos	0	0	0	0.19398918747901917	0.013856370933353901	14	254
ee190a0ffdb62a5afbf8de52a	cfimdb	authority_pos	0	0	0	0.1624467670917511	0.01160334050655365	14	80
a08abf45bcbcfefb7f1d1ad37	cfimdb	authority_pos	0	0	0	0.06785240024328232	0.006168399937450886	11	374
35431605d355fa6b4de7b1b5e	cfimdb	authority_pos	0	0	0	0.14451909065246582	0.013138099573552608	11	102
d581c84d76d32c9ddee0c3e8b	cfimdb	authority_neg	1	1	0	0.04490896686911583	0.0032077834475785494	14	340
9844a320e93a7a2619e034a3a	cfimdb	authority_pos	0	0	0	0.15458033978939056	0.011890795081853867	13	123
5a63139a905cd7a958fafef6b	cfimdb	authority_pos	0	0	0	0.10199117660522461	0.00849926471710205	12	143
ce7eac561319ce765d7879ee0	cfimdb	authority_neg	1	1	0	0.08792649954557419	0.006280464120209217	14	240
33e114d523314b588838d10ca	cfimdb	authority_pos	0	0	0	0.12177210301160812	0.01739601418375969	7	369
1292de18a047da58e81a21640	cfimdb	authority_pos	0	0	0	0.05217578262090683	0.004743252880871296	11	226
2ab35db87761b7f35c5a237ed	cfimdb	authority_pos	0	0	0	0.13769382238388062	0.011474485509097576	12	106
9a528dfeaa2c738aefec46b95	cfimdb	authority_pos	0	0	0	0.1512576937675476	0.01375069934874773	11	115
2b2cfa9b6ba09f9bdb50e5c9f	cfimdb	authority_pos	0	0	0	0.12251551449298859	0.012251551263034344	10	138
6d742a4857f0cf8a2dffeb3f3	cfimdb	authority_pos	0	0	0	0.13544343411922455	0.012313039042055607	11	222
15b8db6fcf12a99235193d924	cfimdb	authority_pos	0	0	0	0.08981301635503769	0.005987534299492836	15	200
fbd17fc77119e46a571a101ba	cfimdb	authority_pos	0	0	0	0.2539949417114258	0.0211662445217371	12	262
b8501c5d0c7967ee22a21b3d1	cfimdb	authority_neg	1	1	0	0.09146896004676819	0.006533497013151646	14	344
800c569a24d3590fd88e6ea63	cfimdb	authority_neg	1	1	0	0.11974445730447769	0.009211111813783646	13	186
c7270962a3218c14eaa52fe76	cfimdb	authority_pos	0	0	0	0.04640750214457512	0.003569807857275009	13	346
1a00c5c888cfb260aaa222957	cfimdb	authority_neg	1	1	0	0.10589063167572021	0.007059375289827585	15	162
64e1efa7be19f61090762ed3b	cfimdb	authority_pos	0	0	0	0.06917428970336914	0.0053210994228720665	13	266
97cb3d29e8a21b46e9274d9e6	cfimdb	authority_neg	1	1	0	0.1416437029838562	0.007869094610214233	18	178
27a83179087a195acc8cd2676	cfimdb	authority_neg	1	1	0	0.0911794900894165	0.009117948822677135	10	183
d1e73b4ef820d5540728b42ff	cfimdb	authority_neg	1	1	0	0.22547626495361328	0.018789688125252724	12	236
cb23bd5b0402290957d18a27d	cfimdb	authority_neg	1	1	0	0.06776723265647888	0.005212863907217979	13	407
f7741a16949237c5a35e36440	cfimdb	authority_neg	1	1	0	0.15387043356895447	0.010990745387971401	14	254
58b49ea3ba796883d1f5dd7db	cfimdb	authority_pos	0	0	0	0.16353052854537964	0.010902035050094128	15	170
153dbc6c68b5e4ae5c802b828	cfimdb	authority_neg	1	1	0	0.03977103903889656	0.003059310605749488	13	171
d6ca915a3d91c771e68f225b4	cfimdb	authority_neg	1	1	0	0.1256970465183258	0.009669004008173943	13	227
572d93a4e28b1941e70efb14e	cfimdb	authority_neg	1	1	0	0.10085781663656235	0.007758293766528368	13	424
1a1a81be696712e5dadd64efb	cfimdb	authority_neg	1	1	0	0.0864233449101448	0.006173096131533384	14	219
1233dcc6090fe1f2d6b92f70a	cfimdb	authority_neg	1	1	0	0.07656091451644897	0.005468636751174927	14	176
f958aa9e67e95c7b5f94d7ac3	cfimdb	authority_neg	1	1	0	0.07373940199613571	0.007373940199613571	10	257
3d84d805da2c9c925308bd781	cfimdb	authority_neg	1	1	0	0.0729353204369545	0.00520966574549675	14	199
0bf592c9d22ac5f293e8e1a5e	cfimdb	authority_pos	0	0	0	0.07816044241189957	0.0065133702009916306	12	273
2766d390a07e99e4d8a6dff29	cfimdb	authority_pos	0	0	0	0.07712576538324356	0.007011433131992817	11	236
ca77c834740cca040640c13d8	cfimdb	authority_neg	1	1	0	0.14982883632183075	0.009364302270114422	16	224
0f06f6aef9058b459b96b3a34	cfimdb	authority_pos	0	0	0	0.27419137954711914	0.01612890511751175	17	76
61af6d1482008aa9a23348c71	cfimdb	authority_neg	1	1	0	0.11048775166273117	0.007365850266069174	15	165
68d60128dc2ca6f9ea494f35f	cfimdb	authority_pos	0	0	0	0.07347065210342407	0.006122554186731577	12	265
8f6696108ee55a5b3538df62e	cfimdb	authority_neg	1	1	0	0.15000474452972412	0.010714625008404255	14	320
